sms_id,masked_celphone_number,text,intent,source,original_sms_id
ORIG_00139,N/A,"Hello,<REAL NAME>! Alam mo ba? May 18-888 raffle ticket ka! I-click dito: beeph.eu/biwd para sa bonus mo!",Raffle Scam,original,
ORIG_00140,N/A,"Hey,<REAL NAME>! Good news! Nakuha mo ang 18-888 raffle ticket! Pindutin dito: beeph.eu/vrtv para sa bonus mo!",Raffle Scam,original,
ORIG_00141,N/A,"Ay,<REAL NAME>! Sobrang swerte mo! May 18-888 raffle ticket ka! I-click na 'to: beeph.eu/ucua para makuha ang bonus mo!",Raffle Scam,original,
ORIG_00142,N/A,"Mag-log in para makatanggap ng hanggang 555, at magkaroon din ng pagkakataong manalo ng IPhone15Pro >>>  klv7o7bbea.uk",Prize Scam,original,
ORIG_00143,N/A,"Ikaw ang maswerteng 5JL
Makatanggap ng P555 na 
bonus >>> ras525.pgwinwin.fi",Gambling Scam,original,
ORIG_00144,N/A,"Hi, Ang galing mo! May 18-888 raffle ticket ka! Click na dito: pluss.la/ertaj para makuha ang bonus mo!",Raffle Scam,original,
ORIG_00145,N/A,"Hey, Swerte ka! May 18-888 raffle ticket ka! Click dito: pluss.la/gzxy para makuha ang bonus mo!",Raffle Scam,original,
ORIG_00146,N/A,"Wow, Amazing! May 18-888 raffle ticket ka! Punta na dito: pluss.la/2nzq para kunin ang bonus mo!",Raffle Scam,original,
ORIG_00147,N/A,"Uy, Congrats! May 18-888 raffle ticket ka! I-click mo dito: pluss.la/2nh2 para sa bonus mo!",Raffle Scam,original,
ORIG_00148,N/A,Magrehistro bilang isang miyembro at makakuha ng mga bonus! is suz17s7bct.uk,Prize Scam,original,
ORIG_00149,N/A,Sali na sa ating photo contest promotion upang manalo ng kamangha-manghang premyo 666cc.la/Ej2D,Prize Scam,original,
ORIG_00150,N/A,Your delivery attempt was unsuccessful. Please visit the link below to reschedule:                                                               phpost.tw,Delivery Scam,original,
ORIG_00151,N/A,"Your DOMESTIC MAIL has been returned to your local post office, please click ph-post.la to complete the verification and request a re-delivery.",Delivery Scam,original,
ORIG_00152,N/A,"5JL  registration free 1777 bonus, maaari kang sumalisa:                                                                                                           luck77.so",Prize Scam,original,
ORIG_00153,N/A,"Your DOMESTIC MAIL has been returned to your local post office, please click postphl.tw to complete the verification and request a re-delivery.",Delivery Scam,original,
ORIG_00154,N/A,"Exclusive benefits are waiting for you! Get a free umbrella, T-shirt, hat, and P200 bonus! Join our Telegram: @SpinsPHLive",Prize Scam,original,
ORIG_00155,N/A,Na refund na sa iyong account ang P2210 at may pa bonus pang kalakip dahil sa abala na dinanas. Check mo na ang credit mo dali! Claim na:                          gins32.ltd,Loan Scam,original,
ORIG_00156,N/A,Magrehistro bilang isang miyembro at makakuha ng mga bonus! is sa1y7n7lbc.uk,Raffle Scam,original,
ORIG_00157,N/A,"Good day from BancoDeOro,

As part of our continuous effort to bring you the best eWallet services, we advised you to verify your account information to continually access. Failure to do so will result in an account suspension.

Verify here: bdo.url-ph.tw",Bank Scam,original,
ORIG_00158,N/A,PH Postal: Your Domestic MAIL has arrived and has been returned to the post office due to the need to verify the identity of the recipient.View: phlmh.tw,Delivery Scam,original,
ORIG_00159,N/A,"Hello,<REAL NAME>!Register to play online and win P$50 at Slot Machine at 567cc.at/jMCg",Raffle Scam,original,
ORIG_00160,N/A,Palakasin ang iyong first deposit at maglaro ng more games with 100% bonus at may free red envelope.                                                               wi96.mobi,Raffle Scam,original,
ORIG_00161,N/A,"I found a BUG here at sa1y7n7lbc.uk , deposit 500P and win 10K. You can win money on every bet.",Gambling Scam,original,
ORIG_00162,N/A,"I found a BUG here at sa1y7n7lbc.uk, deposit 100P and win 10K. You can win money on every bet.",Investment Scam,original,
ORIG_00163,N/A,"Join us this Saturday and win up to 999p Bonus! Don't miss out!
WinPnow.eu
Spin now at WinningPlus and win a Xiaomi 14! Don't miss out!",Raffle Scam,original,
ORIG_00164,N/A,lawin888.de Unlock the Ultimate Prizes! CIaim 166P free now and get a chance to win up to 1OOO times your winnings!,Prize Scam,original,
ORIG_00165,N/A,"Mag-recharge get 100% bonus, gamitin ang 100 para manalo ng 10k!
y6xte4ab.ca",Raffle Scam,original,
ORIG_00166,N/A,"Don't miss Payday Bonanza at WinPnow.eu! Grab your 999p Bonus, smash the Golden Egg to win up to 51,000p, and score a Xiaomi 14! Play now for big wins",Prize Scam,original,
ORIG_00167,N/A,"Payday Bonanza's arrived at WinPnow.eu! Get in for fun & huge wins! Claim 999p Bonus, smash the Golden Egg to win up to 51,000p & grab a Xiaomi 14",Prize Scam,original,
ORIG_00168,N/A,"FG777: Ang bagong 1999 na libreng b0nus ay random na ipapamahagi sa lalong madaling panahon.Mag-log in ngayon para makatanggap
f77gg.ac/700",Raffle Scam,original,
ORIG_00169,N/A,"Goodluck! ang swerte mong tao sa EPICWIN may pag asa kang manalo ng 50k sa 5 pesos na bet mo! plus VIP rewards pa! laro na website: epcw.eu
 maglaro ngayun!",Raffle Scam,original,
ORIG_00170,N/A,"Palakihin ang iyong mga kita gamit ang 100% Welcome Bonus Magdeposit ngayon at manalo ng malaki!
website: epcw.eu
 maglaro ngayun!",Raffle Scam,original,
ORIG_00171,N/A,PH Postal:Your package has been returned to the local post office and cannot be re-delivered due to the need to verify the recipient identity. View mdph.tw,Delivery Scam,original,
ORIG_00172,N/A,PH Postal:Your package has been returned to the local post office and cannot be re-delivered due to the need to verify the recipient identity. View postph.tw,Delivery Scam,original,
ORIG_00173,N/A,"Chill out with big wins! Get 7,777p Free Bonus at
 panaloka.de
 Coolly navigate the Mystery AMPAO to win 500,000p! Start your cool adventure!",Gambling Scam,original,
ORIG_00174,N/A,"Oi,<REAL NAME>ready ka ba? CO777,mag-offer ng 88 sa mga bagong player. Mag-log in sa: titok.la/biyy !",Gambling Scam,original,
ORIG_00175,N/A,"Wow,<REAL NAME> I-try ang CO777! May 188 na bonus pag nag-register ka. Suriin sa: titok.la/ry6a !",Gambling Scam,original,
ORIG_00176,N/A,"Psst,<REAL NAME>gusto mo ba ng libre? CO777,magbigay ng 88 pag mag-register ka. Dalawin ang: titok.la/biyp !",Gambling Scam,original,
ORIG_00177,N/A,"Kumusta,<REAL NAME> Sumali sa CO777 at may free 88 ka agad! Mag-click dito: titok.la/4f4z para magsimula!",Gambling Scam,original,
ORIG_00179,N/A,"Exclusive coupon
Code: DIWATA88
Log in without deposit and receive up to bonus immediately
Limited quantity, daily limit 100 people
>>>diwata.tw",Gambling Scam,original,
ORIG_00180,N/A,"Goodluck! ang swerte mong tao sa EPICWIN may pag asa kang manalo ng 50k sa 5 pesos na bet mo! plus VIP rewards pa! laro na website: EpcWln.eu
 maglaro ngayun!",Gambling Scam,original,
ORIG_00181,N/A,"good news for you. There is a BUG in this online betting website. Recharge 500P and get 1000P, which can be withdrawn immediately.  sp1a7v7otw.uk",Gambling Scam,original,
ORIG_00182,N/A,"Big wins, small bets! 100 pesos becomes 50K in GPLAY Dare to win at
h7s3k00.ca",Gambling Scam,original,
ORIG_00183,N/A,"Goodluck! ang swerte mong tao sa EPICWIN may pag asa kang manalo ng 50k sa 5 pesos na bet mo! plus VIP rewards pa! laro na website: Ep1cwin.eu
 maglaro ngayun!",Gambling Scam,original,
ORIG_00184,N/A,"Palakihin ang iyong mga kita gamit ang 100% Welcome Bonus Magdeposit ngayon at manalo ng malaki!
website: EpcsWin.eu
 maglaro ngayun!",Gambling Scam,original,
ORIG_00185,N/A,"Notice from BDO: In an ongoing effort to provide you with the best online banking services, we would like to request your account validation and continuously utilize digital banking and obtain an OTP. Proceed to mybdo.web-ph.uk. Failure to do so will result in an account suspension.",Bank Scam,original,
ORIG_00186,N/A,"This website has a BUG. Deposit 500 and get 500 bonus, and you can withdraw immediately. It will expire tomorrow, come and make money.  jk1by67a7q.at",Investment Scam,original,
ORIG_00187,N/A,Join 177bet and get 888P bonuses for free. Win 50K grand prize  jk1by67a7q.at,Gambling Scam,original,
ORIG_00188,N/A,"Hi Epic FAM , huwag kalimutang i-claim ang iyong sign in reward araw-araw sa INBOX , CLAIM AT MANALO ng 100% Website : EpcWinPh.eu 
 maglaro ngayun!",Gambling Scam,original,
ORIG_00189,N/A,"<REAL NAME> libreng raffle alert! Manalo ng hanggang 777 sa s-mt.ca/bjpb . 'Yan ang hinahanap mo, di ba? Sali na sa s-mt.ca/v6vd",Gambling Scam,original,
ORIG_00190,N/A,Good news for you!This website has a BUG. Deposit 500P and get 500P as a gift. Withdraw funds immediately  pl5n7x7mal.at,Gambling Scam,original,
ORIG_00191,N/A,"May Bonanza package! Magdeposito at makakuha ng 3 araw na libreng kredito UP to 300 p at 100% welcome bonus. Website : epwinph.eu
 Maglaro ngayon!",Gambling Scam,original,
ORIG_00192,N/A,Good news for you! This website has a BUG. Recharge 500P and get 500P free. You can withdraw money immediately v1i77ba1et.at,Gambling Scam,original,
ORIG_00193,N/A,"[Epicwin]: Experience the thrill of victory with EpicWin's Daily Cashback! Get up to 5000p Slot Welcome Bonus!
 Trusted Website: EpicWph.eu

Play Now!",Gambling Scam,original,
ORIG_00194,N/A,"Good day from GCash,

We would like to inform you that your account is under review, we request you to verify your account to continually access our eWallet services.

Verify here: 
titan.is/GCashUpdateAdvisory",Bank Scam,original,
ORIG_00195,N/A,"Your payday just got better with GoJackpot! Claim 6,888p bonus now!

GoJpot.eu

Dreaming of the Samsung Galaxy S23+? Spin now for your chance to win it!",Gambling Scam,original,
ORIG_00196,N/A,Win Big with a 228% bonus up to 10766 PHP! Daily Crazy 200% depo 100 Free 200p & Spin and Win  50K Cash! Super Deal at                            k28ph.tw,Gambling Scam,original,
ORIG_00197,N/A,"Get Set for the Payday Bonanza! Claim Your 999p Bonus Tomorrow!

WinPlusNa.eu

Try your luck in the spin game to win a Xiaomi 14! Enjoy 588p + 388p Bonus!",Gambling Scam,original,
ORIG_00198,N/A,"<REAL NAME>Sumali na at tamasahin ang 2% na unlimited rebate, libreng P57 madaling kunin, at may deposit 100 get 100 na promo sa s-mt.ca/v7w4",Gambling Scam,original,
ORIG_00199,N/A,"[Epicwin]: Stay entertained with EpicWin's Daily Cashback!

Trusted Website: EpicWinsph1.eu

Dive into the action with a 5,000p Slot Welcome Bonus!",Gambling Scam,original,
ORIG_00200,N/A,"Mag-recharge get 100% bonus, gamitin ang 100 para manalo ng 10k!
1q2w3e8.ca",Gambling Scam,original,
ORIG_00201,N/A,"(Bill Reminder) You have 47,568 to collect.
Expire in 48 hours.
Please get it now:
bk.qa9.ca/nvk",Bank Scam,original,
ORIG_00202,N/A,"Banco De Oro

You're having issues with account security. Please review them now at centi.ai/BDO-Online

Sincerely, BANCO DE ORO",Bank Scam,original,
ORIG_00203,N/A,"Tara na, libreng 100 pesos ang naghihintay sa'yo!

spinsnow.eu

Mag-Enjoy sa Spins, bawat laro ay may mga bonus! Mag-sign up na!",Gambling Scam,original,
ORIG_00204,N/A,"Elevate your gaming prowess with WinningPlus! Enjoy a 100% deposit bonus !

WinPlusna.eu

And win up to P10,000! Join now!",Gambling Scam,original,
ORIG_00205,N/A,"Long time no see, this is a 999P gift, sana matanggap mo  17a7be1t.at",Prize Scam,original,
ORIG_00206,N/A,"Magdeposito ng 100P, makakuha ng 100P na libre
1q2w3e8.ca",Investment Scam,original,
ORIG_00207,N/A,"Mag-recharge ng 100p at makakuha ng 50K cash
1q2w3e7.ca",Gambling Scam,original,
ORIG_00208,N/A,"Doblehin naten ang deposit mo ! Dito lamang sa PanaloKa! 2,000p mo ay magiging 4,000p !

Panalokawins.eu

Claim your 300% FIRST BONUS! sign up now",Gambling Scam,original,
ORIG_00209,N/A,"2.Mag-recharge ng 100p at makakuha ng 50K cash
1q2w3e7.ca",Gambling Scam,original,
ORIG_00210,N/A,"I-double mo na ang saya at panalo mo.100% deposit bonus,naghihintay sayo. 2i1v7y7.at",Gambling Scam,original,
ORIG_00211,N/A,"1.Magdeposito ng 100P, makakuha ng 100P na libre
1q2w3e7.ca",Gambling Scam,original,
ORIG_00212,N/A,"APP download reward P18Promotion details: 
URL:  lvjili.eu

New members get a free P18 download bonus and can claim up to PHP 777P",Prize Scam,original,
ORIG_00213,N/A,"Ready Exciting Weekend at Sbet! Enjoy 200% Deposit Bonus With Free 3,000p!

Sbetwin.eu

Win Big Now from Weekend Special Prize Pool & Get Up to 22% Extra Bonus",Prize Scam,original,
ORIG_00214,N/A,"Doblehin naten ang deposit mo ! Dito lamang sa PanaloKa! 2,000p mo ay magiging 4,000p ! Claim your 300% FIRST BONUS! sign up now PanaloKa3.eu",Gambling Scam,original,
ORIG_00215,N/A,"Join WinningPlus now for a 100% bonus + 7% daily bonus, up to 60,00 bonus! Don't miss out on your chance to win big!  Winplusph1.eu",Gambling Scam,original,
ORIG_00216,N/A,Mga boss. Meron tayong libreng 100 piso na ipamimigay! spins88.eu,Prize Scam,original,
ORIG_00217,N/A,"[Epicwin]: Sumali sa amin at tangkilikin ang limitadong 100% BONUS

Trusted website : Epicwins2.eu

Magdeposito at makakuha ng 100% at ibang BONUS araw-araw",Gambling Scam,original,
ORIG_00218,N/A,"Long time no see, this is a 999P gift, sana matanggap mo  1k9k.cfd",Prize Scam,original,
ORIG_00219,N/A,"Dumoble ang deposit ! Dito lamang sa PanaloKa! 2,000 mo ay magiging 4,000! Claim your 300% FIRST BONUS! PanloKa.eu",Gambling Scam,original,
ORIG_00220,N/A,Long time no see may good news ako sayo mamaya. 18po.cfd,Gambling Scam,original,
ORIG_00221,N/A,"2.Mag-recharge get 100% bonus, gamitin ang 100 para manalo ng 10k!
1q2w3e5.ca",Gambling Scam,original,
ORIG_00222,N/A,"Good day from GCash, 
 
As part of our continuous effort to bring you the best eWallet services, we request you to verify your account information to continually access. Failure to do so will result in an account suspension. 
 
Verify here: centi.ai/GCashContactSupport",Bank Scam,original,
ORIG_00223,N/A,"2.I-double mo na ang saya at panalo mo.100% deposit bonus,naghihintay sayo.
1q2w3e5.ca",Gambling Scam,original,
ORIG_00224,N/A,"Thanks, God, it's Saturday! New members get 588 Free, and upcoming PAYDAY blast offers 999p. Join now at WinPlusph.eu",Gambling Scam,original,
ORIG_00226,N/A,Triple gaming fun sa first deposit with 200% bonus.â id2a.nz/x9M,Gambling Scam,original,
ORIG_00227,N/A,"<REAL NAME> [SVIP]Special na alok: 300 depo, 200 na bonus. Lahat sila, nakuha na. Ikaw, swerte mo, claim na! s-mt.ca/4f2h",Gambling Scam,original,
ORIG_00228,N/A,b9k.co.za  Makatanggap ng 18P nang libre at manalo ng 200K na cash0,Gambling Scam,original,
ORIG_00229,N/A,"[Epicwin]: Sumali sa amin at tangkilikin ang limitadong 100% BONUS

Trusted website : epicwins1.eu

Magdeposito at makakuha ng 100% at ibang BONUS araw-araw",Gambling Scam,original,
ORIG_00230,N/A,"Dumoble ang deposit ! Dito lamang sa PanaloKa! 2,000 mo ay magiging 4,000! Claim your 300% FIRST BONUS! PanaloKa.eu",Gambling Scam,original,
ORIG_00231,N/A,Mga boss. Meron tayong libreng 100 piso na ipamimigay! spins99.eu,Gambling Scam,original,
ORIG_00232,N/A,b9k.co.za  Mag-recharge ng 100P. Magbahagi ng 500K pulang sobre araw-araw;,Gambling Scam,original,
ORIG_00233,N/A,Ready for non-stop excitement? Join now to claim your 1177p Welcome Bonus & compete for a chance to win a SAMSUNG GALAXY S23+ in Slots Tournament! GoJackpot2.eu,Gambling Scam,original,
ORIG_00234,N/A,"Maglaro nang may extra confidence, libreng deposito handog namin para sayo. 46tnt.de/bKPIU",Gambling Scam,original,
ORIG_00235,N/A,17a.co.za Makatanggap ng 18P nang libre at manalo ng 200K na cash/,Gambling Scam,original,
ORIG_00236,N/A,"<REAL NAME> Eksklusibong alok! Depo 500, siguradong 300 para sa'yo. Ikaw lang ang may ganitong pagkakataon. s-mt.ca/ertrq",Gambling Scam,original,
ORIG_00237,N/A,"Limited bonus and Red envelope giveaway only at JILI747, Have 3 Chances to Win up to PHP 1,000 ! Today at 6 pm, 8 pm and 10 pm. Come get yours now! jili747.eu",Gambling Scam,original,
ORIG_00238,N/A,"2.Mag-recharge get 100% bonus, gamitin ang 100 para manalo ng 10k!
1q2w3e1.ca",Gambling Scam,original,
ORIG_00239,N/A,"Get April's top offer at GoJackpot! Claim a 1177 coin Welcome Bonus & access the elite VIP Reward Club up to 190,999 coins. Join now at GoJackpot1.eu",Gambling Scam,original,
ORIG_00240,N/A,"You can get a commission of 77,777 per day. Come with me, I will give you 7-777 right now bet808.tw/M1t",Gambling Scam,original,
ORIG_00241,N/A,"You can get a commission of 77,777 per day. Come with me, I will give you 7-777 right now bonus10.tw/uOyWx",Gambling Scam,original,
ORIG_00242,N/A,"<REAL NAME> Eksklusibong alok! Depo 500, siguradong 300 para sa'yo. Ikaw lang ang may ganitong pagkakataon. sm77.ca/ertte",Gambling Scam,original,
ORIG_00243,N/A,Mga boss. Meron tayong libreng 100 piso na ipamimigay! spin77.eu,Gambling Scam,original,
ORIG_00244,N/A,"6Big wins, small bets! 100 pesos becomes 50K in 177bet Dare to win at     12sg.cfd",Gambling Scam,original,
ORIG_00246,N/A,"[Epicwin]: Sumali sa amin at tangkilikin ang limitadong 100% BONUS

Trusted website : Epicwinph.eu

Magdeposito at makakuha ng 100% at ibang BONUS araw-araw",Gambling Scam,original,
